,Compound,Date,Negative,Neutral,Positive,Text
125,0.4767,Mon Jun 11 06:04:41 +0000 2018,0.78,0.0,0.22,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej
126,0.8478,Mon Jun 11 03:10:33 +0000 2018,0.594,0.0,0.406,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH
127,0.92,Mon Jun 11 03:02:06 +0000 2018,0.537,0.0,0.463,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH
128,0.4404,Mon Jun 11 02:58:30 +0000 2018,0.737,0.088,0.175,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…"
129,0.4404,Mon Jun 11 02:56:40 +0000 2018,0.847,0.0,0.153,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩
130,0.836,Mon Jun 11 02:56:10 +0000 2018,0.533,0.0,0.467,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5
131,0.0,Mon Jun 11 02:53:00 +0000 2018,1.0,0.0,0.0,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn
132,0.6369,Mon Jun 11 02:47:29 +0000 2018,0.682,0.0,0.318,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.
133,0.7978,Mon Jun 11 02:44:50 +0000 2018,0.457,0.0,0.543,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq
134,0.9523,Mon Jun 11 02:44:37 +0000 2018,0.484,0.0,0.516,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh
135,0.5994,Mon Jun 11 02:33:09 +0000 2018,0.698,0.0,0.302,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf
136,0.4215,Mon Jun 11 02:29:18 +0000 2018,0.877,0.0,0.123,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv"
137,0.8932,Mon Jun 11 02:23:56 +0000 2018,0.483,0.0,0.517,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a
138,0.0,Mon Jun 11 02:21:03 +0000 2018,1.0,0.0,0.0,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards"
139,0.0,Mon Jun 11 02:16:06 +0000 2018,1.0,0.0,0.0,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ
140,0.8908,Mon Jun 11 02:11:03 +0000 2018,0.509,0.0,0.491,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN
141,0.0,Mon Jun 11 02:05:47 +0000 2018,1.0,0.0,0.0,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv
142,0.4926,Mon Jun 11 02:03:31 +0000 2018,0.738,0.0,0.262,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8
143,0.5093,Mon Jun 11 01:58:48 +0000 2018,0.477,0.0,0.523,@writerlindsayb You're welcome! #TonyAwards
144,0.7579,Mon Jun 11 01:53:17 +0000 2018,0.519,0.0,0.481,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards
145,0.6467,Mon Jun 11 01:51:16 +0000 2018,0.752,0.0,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards"
146,0.0,Mon Jun 11 01:38:23 +0000 2018,1.0,0.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr
147,0.636,Mon Jun 11 01:37:36 +0000 2018,0.724,0.0,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys
148,0.8834,Mon Jun 11 01:30:56 +0000 2018,0.437,0.0,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW
149,0.0,Mon Jun 11 01:29:21 +0000 2018,1.0,0.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn
150,0.7351,Mon Jun 11 01:26:03 +0000 2018,0.625,0.079,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.
151,0.0,Mon Jun 11 01:25:59 +0000 2018,1.0,0.0,0.0,RT @KatLargent: MAGIC #TonyAwards
152,0.0,Mon Jun 11 01:24:46 +0000 2018,1.0,0.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8
153,0.4019,Mon Jun 11 01:24:12 +0000 2018,0.838,0.0,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka
154,0.9151,Mon Jun 11 01:19:59 +0000 2018,0.543,0.0,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK
155,0.6369,Mon Jun 11 01:12:31 +0000 2018,0.625,0.0,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards
156,0.1511,Mon Jun 11 01:08:28 +0000 2018,0.898,0.0,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO
157,0.1531,Mon Jun 11 01:08:24 +0000 2018,0.852,0.0,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi
158,0.8834,Mon Jun 11 01:02:47 +0000 2018,0.437,0.0,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE
159,0.0,Mon Jun 11 00:58:06 +0000 2018,1.0,0.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6
160,0.2714,Mon Jun 11 00:52:34 +0000 2018,0.793,0.0,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards
161,0.0,Mon Jun 11 00:51:11 +0000 2018,1.0,0.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi
162,0.8883,Mon Jun 11 00:50:18 +0000 2018,0.433,0.0,0.567,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5
163,0.9134,Mon Jun 11 00:45:14 +0000 2018,0.387,0.0,0.613,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT
164,0.0,Mon Jun 11 00:44:36 +0000 2018,1.0,0.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv
165,0.25,Mon Jun 11 00:35:41 +0000 2018,0.92,0.0,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…"
166,0.4588,Mon Jun 11 00:34:45 +0000 2018,0.85,0.0,0.15,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc
167,0.0,Mon Jun 11 00:31:28 +0000 2018,1.0,0.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N"
168,0.3612,Mon Jun 11 00:27:42 +0000 2018,0.737,0.0,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards
169,0.8908,Mon Jun 11 00:27:00 +0000 2018,0.43,0.0,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs
170,0.0,Mon Jun 11 00:24:31 +0000 2018,1.0,0.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d
171,0.0,Mon Jun 11 00:22:15 +0000 2018,1.0,0.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla
172,0.6369,Mon Jun 11 00:22:15 +0000 2018,0.588,0.0,0.412,RT @misschae: I love theatre so much. #TonyAwards
173,0.0,Mon Jun 11 00:18:16 +0000 2018,1.0,0.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF
174,0.6369,Mon Jun 11 00:13:27 +0000 2018,0.756,0.0,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards"
175,0.8834,Mon Jun 11 00:12:31 +0000 2018,0.437,0.0,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP
176,0.6696,Mon Jun 11 00:06:39 +0000 2018,0.64,0.0,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards"
177,0.3182,Mon Jun 11 00:04:15 +0000 2018,0.85,0.0,0.15,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO
178,0.0,Sun Jun 10 23:59:00 +0000 2018,1.0,0.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN
179,0.4374,Sun Jun 10 23:18:15 +0000 2018,0.855,0.0,0.145,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc
180,0.0,Sun Jun 10 22:01:25 +0000 2018,1.0,0.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe"
181,0.4184,Sun Jun 10 15:00:01 +0000 2018,0.843,0.0,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT
182,0.68,Sat Jun 09 21:00:02 +0000 2018,0.763,0.0,0.237,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS
183,0.0,Sat Jun 09 16:00:00 +0000 2018,1.0,0.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6
184,0.296,Fri Jun 08 19:46:17 +0000 2018,0.82,0.0,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY
185,0.0,Fri Jun 08 15:00:03 +0000 2018,1.0,0.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ
186,0.9078,Fri Jun 08 13:58:15 +0000 2018,0.564,0.0,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT"
187,0.3612,Thu Jun 07 17:03:26 +0000 2018,0.872,0.0,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F"
188,0.2732,Wed Jun 06 21:00:24 +0000 2018,0.719,0.105,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y
189,0.3595,Wed Jun 06 00:08:30 +0000 2018,0.872,0.0,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…"
190,-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.723,0.177,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…"
191,0.4574,Tue Jun 05 22:12:28 +0000 2018,0.824,0.0,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY
192,0.5093,Tue Jun 05 19:00:02 +0000 2018,0.845,0.0,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB
193,0.0,Tue Jun 05 15:04:41 +0000 2018,1.0,0.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t"
194,0.0,Mon Jun 04 17:00:00 +0000 2018,1.0,0.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq"
195,-0.3903,Fri Jun 01 17:39:17 +0000 2018,0.807,0.131,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO"
196,0.8442,Fri Jun 01 17:00:03 +0000 2018,0.664,0.0,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C
197,0.8932,Thu May 31 23:50:00 +0000 2018,0.545,0.0,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e"
198,0.4926,Wed May 30 15:07:34 +0000 2018,0.849,0.0,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9"
199,0.0,Mon May 28 21:00:01 +0000 2018,1.0,0.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF"
200,-0.2732,Sun Jul 08 07:59:06 +0000 2018,0.9,0.1,0.0,US citizens in Haiti have been warned to stay inside amid demonstrations against a sharp rise in fuel prices ordere… https://t.co/bvZW6aeR0j
201,-0.5994,Sun Jul 08 07:47:37 +0000 2018,0.83,0.17,0.0,"Soybean farmers, apple growers and auto workers are among the US workers bracing for fallout from a trade war betwe… https://t.co/pJgG75lFXx"
202,0.5106,Sun Jul 08 07:34:04 +0000 2018,0.87,0.0,0.13,"Divers have entered the Thai cave to begin the rescue operation for 12 boys and their soccer coach, who have been t… https://t.co/5gVYZAiQgY"
203,0.4215,Sun Jul 08 07:31:00 +0000 2018,0.798,0.0,0.202,"83-year-old artist Christo has been creating conceptually challenging, and large-scale work since the late 1950s. N… https://t.co/NQY1wlS4fm"
204,-0.8176,Sun Jul 08 07:17:03 +0000 2018,0.694,0.306,0.0,Flooding in southwestern Japan has killed at least 55 people and forced 2 million others to flee their homes https://t.co/kl5tgC50T0
205,-0.6705,Sun Jul 08 07:10:29 +0000 2018,0.8,0.2,0.0,"Water levels in parts of the Thai cave where 12 boys and their soccer coach are trapped are now ""low enough to walk… https://t.co/LUxn7q5Zn4"
206,0.5106,Sun Jul 08 06:54:35 +0000 2018,0.864,0.0,0.136,"The 12 boys and their coach are aware that an operation to rescue them from a flooded Thai cave has begun, official… https://t.co/yhEOb261e6"
207,0.5994,Sun Jul 08 06:38:02 +0000 2018,0.843,0.0,0.157,"On Saturday the boys were able to send messages to their families - many told their parents that they loved them, a… https://t.co/eqzRQeJbzD"
208,0.765,Sun Jul 08 06:33:04 +0000 2018,0.752,0.0,0.248,Officials say the rescue mission to free 12 boys and their coach from a flooded Thai cave could take days. Follow l… https://t.co/IRaAySiV28
209,0.0,Sun Jul 08 06:31:00 +0000 2018,1.0,0.0,0.0,A police officer asked a 6-year-old girl in a wheelchair to dance. The internet swooned. https://t.co/lcjkyB8LSz https://t.co/VVlMHLuePu
210,0.5106,Sun Jul 08 06:17:17 +0000 2018,0.87,0.0,0.13,"Divers have entered the Thai cave to begin the rescue operation for 12 boys and their soccer coach, who have been t… https://t.co/F7lDfDwJ20"
211,-0.7506,Sun Jul 08 06:01:08 +0000 2018,0.652,0.348,0.0,Lions killed suspected rhino poachers who sneaked into a South African game reserve https://t.co/l3nGSLbHMk https://t.co/vhC1ZUmMnT
212,0.0,Sun Jul 08 05:46:05 +0000 2018,1.0,0.0,0.0,Looking at buildings can actually give people headaches. Here's why https://t.co/zJ0QMIb7eW VIA @CNNStyle https://t.co/SMFnlcEUSW
213,0.7096,Sun Jul 08 05:31:00 +0000 2018,0.718,0.0,0.282,"Disney Imagineering has released video of ""Stuntronics"" — robots capable of performing impressive stunts at its the… https://t.co/ctL0Mxroom"
214,-0.3299,Sun Jul 08 05:16:00 +0000 2018,0.747,0.156,0.097,Xiaomi was once the world's most valuable startup. But escalating trade tensions might now stunt the Chinese smartp… https://t.co/uZvwjpDQbi
215,0.0,Sun Jul 08 05:01:05 +0000 2018,1.0,0.0,0.0,A giant 'Trump Baby' balloon is set to be flown close to the UK Parliament during President Trump's upcoming visit… https://t.co/IrD68EeOJJ
216,0.0,Sun Jul 08 04:31:00 +0000 2018,1.0,0.0,0.0,Sesame Place is the first theme park to be designated as a Certified Autism Center. 80% of their staff has undergon… https://t.co/Wspl2KLupO
217,-0.8126,Sun Jul 08 04:01:07 +0000 2018,0.625,0.375,0.0,Protesters in Chicago shut down part of a major interstate during a march against gun violence. @RyanYoungNews talk… https://t.co/VXjxPEG2lv
218,-0.0258,Sun Jul 08 03:53:00 +0000 2018,0.749,0.127,0.124,Divers have entered the Thai cave to begin the rescue operation for 12 boys and their soccer coach trapped for more… https://t.co/IKOn0N4NkQ
219,0.0258,Sun Jul 08 03:30:08 +0000 2018,0.932,0.0,0.068,England beat Sweden to reach World Cup semifinals for the first time since 1990 https://t.co/gF9aC1Jtgs https://t.co/YmC4XsYKr1
220,-0.3736,Sun Jul 08 03:00:22 +0000 2018,0.869,0.131,0.0,"What was your ""can’t miss"" reality show? @survivorcbs? Making the Band? @CBSBigBrother? Revisit the dawn of reality… https://t.co/czqbBpMb3J"
221,-0.5106,Sun Jul 08 02:30:08 +0000 2018,0.699,0.301,0.0,Chicago gun protesters close part of major interstate near downtown https://t.co/18JPXp9xuX https://t.co/tjyVSxXu6g
222,0.3818,Sun Jul 08 02:00:17 +0000 2018,0.852,0.0,0.148,"President Trump keeps claiming credit for fixing things that aren't fixed, writes Z. Byron Wolf… https://t.co/BiPcMEBaMP"
223,-0.7184,Sun Jul 08 01:30:12 +0000 2018,0.714,0.286,0.0,US destroyers sail through Taiwan Strait in a move that could heighten tensions between Washington and Beijing… https://t.co/g2L1CgS9C9
224,-0.128,Sun Jul 08 01:00:08 +0000 2018,0.903,0.097,0.0,Thousands without power in Los Angeles after high demand due to heat wave https://t.co/humfjPvDqI https://t.co/1yD5Vrpiux
225,0.0,Sun Jul 08 00:30:32 +0000 2018,1.0,0.0,0.0,President Trump's #MeToo swipe updates his 2016 playbook https://t.co/ufQrSgRS9J | Analysis by Stephen Collinson https://t.co/IkPXKZ3tbj
226,0.0,Sun Jul 08 00:00:12 +0000 2018,1.0,0.0,0.0,Separated migrant parents sue US immigration officials for more communication with children https://t.co/RSD5UZx45G https://t.co/o9QlevWGsB
227,0.0,Sat Jul 07 23:30:10 +0000 2018,1.0,0.0,0.0,"A Republican congressional candidate in Kansas tells an audience that ""outside of Western civilization there is onl… https://t.co/SqhU3QH0K4"
228,0.0,Sat Jul 07 23:00:08 +0000 2018,1.0,0.0,0.0,"Sen. Tom Carper says Andrew Wheeler, the new acting head of the Environmental Protection Agency, should do everythi… https://t.co/V7zPAKEQPe"
229,-0.4588,Sat Jul 07 22:45:07 +0000 2018,0.733,0.267,0.0,"As Haiti protests continue, US citizens warned to shelter in place https://t.co/TGb3qwDS0t https://t.co/b7495Js8GL"
230,0.0,Sat Jul 07 22:30:10 +0000 2018,1.0,0.0,0.0,"Vice President Mike Pence met with potential SCOTUS picks Brett Kavanaugh, Raymond Kethledge and Amy Coney Barrett… https://t.co/OMVUea78cu"
231,0.0,Sat Jul 07 22:15:07 +0000 2018,1.0,0.0,0.0,UK police officer seeks medical attention in connection with nerve agent incident https://t.co/DwZ1Fxp6LX https://t.co/4VxaF4tGtZ
232,0.34,Sat Jul 07 22:00:07 +0000 2018,0.844,0.0,0.156,Ex-Homeland Security secretary under former President Obama opposes Democrats' calls to abolish ICE… https://t.co/6YIsPiTw3x
233,0.5267,Sat Jul 07 21:45:05 +0000 2018,0.746,0.0,0.254,How England is winning the social media World Cup https://t.co/gyLsNd9Ocy https://t.co/ZujgLcb28J
234,0.0258,Sat Jul 07 21:30:17 +0000 2018,0.61,0.192,0.197,"The immigration crisis is about the devaluation of love, writes Andrew Solomon for @CNNOpinion… https://t.co/vFqUS94jvJ"
235,-0.25,Sat Jul 07 21:15:49 +0000 2018,0.882,0.118,0.0,"Demonstrators participated in an Occupy ICE protest and counterprotest in Louisville, Kentucky, on Saturday. Severa… https://t.co/bVUMtxlVA7"
236,-0.6486,Sat Jul 07 21:15:08 +0000 2018,0.629,0.371,0.0,Croatia defeats host Russia in World Cup penalty shootout https://t.co/P9FQYi78PE https://t.co/PcLDfsLY7E
237,0.0,Sat Jul 07 21:00:13 +0000 2018,1.0,0.0,0.0,"Europe's migration policies are not so different from President Trump's, writes Tim Lister https://t.co/qC23dLLOM5 https://t.co/GnOx7CBDYw"
238,-0.5423,Sat Jul 07 20:45:04 +0000 2018,0.71,0.29,0.0,"US soybean farmers say China tariffs could result in ""serious damage"" https://t.co/l8ULAXA9YG https://t.co/QLObizQHlc"
239,0.2732,Sat Jul 07 20:30:16 +0000 2018,0.751,0.099,0.15,"The Trump administration is expected to halt some payments under the Affordable Care Act's risk adjustment program,… https://t.co/G1c4AYOFa5"
240,-0.25,Sat Jul 07 20:15:36 +0000 2018,0.882,0.118,0.0,"Demonstrators participated in an Occupy ICE protest and counterprotest in Louisville, Kentucky, on Saturday. Severa… https://t.co/8e0EJZDAQG"
241,0.7717,Sat Jul 07 20:00:06 +0000 2018,0.675,0.0,0.325,"I forgave my father for walking out on me. I hope he forgave me too, writes LZ Granderson for @CNNOpinion.… https://t.co/mSAgA8AHjE"
242,-0.2732,Sat Jul 07 19:45:06 +0000 2018,0.798,0.135,0.067,Woman who accused Justin Trudeau of groping says she considers the matter closed https://t.co/lf1a3ymJUx https://t.co/eAPMtmODGu
243,0.0,Sat Jul 07 19:30:11 +0000 2018,1.0,0.0,0.0,Settle in with these weekend reads https://t.co/CFcAwnhSCd https://t.co/CBE7Quggod
244,-0.5267,Sat Jul 07 19:15:05 +0000 2018,0.779,0.221,0.0,"Boys, soccer coach trapped in Thai cave exchange notes with families https://t.co/bkVsavqX6o https://t.co/weZdNV7uD7"
245,-0.3612,Sat Jul 07 19:00:03 +0000 2018,0.839,0.161,0.0,The Trump administration separated families. Reuniting them is a giant mess. https://t.co/KhFwsm62ZR | Analysis by… https://t.co/l4AY3Xmd9q
246,-0.8225,Sat Jul 07 18:45:06 +0000 2018,0.568,0.432,0.0,US service member killed in Afghanistan in apparent insider attack https://t.co/RDjAPBWQtH https://t.co/6eytuAXaem
247,-0.5423,Sat Jul 07 18:30:05 +0000 2018,0.696,0.304,0.0,"Fast-moving wildfire kills 1 in California, forces evacuations https://t.co/NVtowXvV8B https://t.co/xL8hQ2rl7Z"
248,-0.296,Sat Jul 07 18:15:04 +0000 2018,0.905,0.095,0.0,"Storm clouds pressure rescuers to get 12 young boys and their soccer coach out of the Thai cave, where they remain… https://t.co/ca3vaBtzIO"
249,-0.7845,Sat Jul 07 18:00:12 +0000 2018,0.432,0.47,0.097,Women's top seed Simona Halep suffers shock defeat at Wimbledon https://t.co/GWMo4Y4ea5 https://t.co/XbbVXTXIgE
250,0.4019,Sat Jul 07 17:45:04 +0000 2018,0.803,0.0,0.197,Democrats look for a Conor Lamb redux in Ohio's special election https://t.co/kvjuD0LlJh https://t.co/AxNdMrfJvI
251,-0.7717,Sat Jul 07 17:30:13 +0000 2018,0.51,0.49,0.0,"Japan floods and heavy rain leave 8 dead, dozens missing https://t.co/Dl4G5CGylM https://t.co/EydRjrTy3d"
