,Compound,Date,Negative,Neutral,Positive,Text
374,0.5267,Sat Jul 07 23:57:00 +0000 2018,0.841,0.0,0.159,".@DrPhil – His journey, his stories and his intangible wisdom – He joins @HarveyLevinTMZ on an ALL-NEW episode of '… https://t.co/CatLtMkDRA"
375,-0.0516,Sat Jul 07 23:50:57 +0000 2018,0.705,0.154,0.141,A 'Constitutional Violation': Pastor Under Fire From Nonprofit for High School Football Devotional https://t.co/y4uyLIrZoa
376,0.0,Sat Jul 07 23:48:12 +0000 2018,1.0,0.0,0.0,The Trump administration is seeking more time to reunite families who were separated at the border. @BryanLlenas ha… https://t.co/vaadPc80Mj
377,-0.2732,Sat Jul 07 23:46:23 +0000 2018,0.778,0.132,0.089,Family members pray in Thailand near the cave where 12 young soccer players and their coach have been trapped for t… https://t.co/r02LWidCWS
378,0.4404,Sat Jul 07 23:39:54 +0000 2018,0.719,0.084,0.198,"Thai soccer rescue efforts might need to happen sooner than expected, experts warn https://t.co/VrDdmFMnMB"
379,-0.3182,Sat Jul 07 23:34:46 +0000 2018,0.874,0.126,0.0,".@GillianHTurner: ""Ohio Congressman Jim Jordan is hitting back against accusations from six people that he ignored… https://t.co/4vg2NTWRs8"
380,0.0,Sat Jul 07 23:27:52 +0000 2018,1.0,0.0,0.0,Trump lawyers assailed Comey as 'Machiavellian' in 2017 memo to Mueller https://t.co/o3LXFdU9lg
381,-0.5267,Sat Jul 07 23:24:54 +0000 2018,0.841,0.159,0.0,"TONIGHT on @WattersWorld, @JesseBWatters talks to the teen who says he was assaulted at a Whataburger for wearing a… https://t.co/XkdQOT4ewI"
382,-0.4019,Sat Jul 07 23:14:34 +0000 2018,0.803,0.197,0.0,Car crashes into Pennsylvania home at 80 mph in shocking video https://t.co/M50Ls42xM9
383,0.5574,Sat Jul 07 23:07:01 +0000 2018,0.806,0.0,0.194,President @realDonaldTrump is readying his Supreme Court nominee announcement as North Korea signals a possible set… https://t.co/QveQIfQVht
384,0.0772,Sat Jul 07 23:00:54 +0000 2018,0.534,0.221,0.244,RT @FoxBusiness: Why higher unemployment signals a strengthening economy. https://t.co/OsSBgpY1q8
385,0.0,Sat Jul 07 22:52:43 +0000 2018,1.0,0.0,0.0,World Cup final four teams set with elimination of host team Russia https://t.co/KyakwtKBwq
386,-0.25,Sat Jul 07 22:41:23 +0000 2018,0.766,0.137,0.097,".@Jeff_Journalist on Thai soccer team trapped in cave: ""The way we're thinking this could play out is through the d… https://t.co/DFqeqVXbE6"
387,0.7003,Sat Jul 07 22:35:52 +0000 2018,0.734,0.0,0.266,".@SecPompeo meets with Kim Yong Chol, a North Korean senior ruling party official and former intelligence chief, fo… https://t.co/a9bGzLXIYO"
388,0.802,Sat Jul 07 22:30:52 +0000 2018,0.661,0.0,0.339,".@TeamCavuto: ""Generally, the party in power benefits when the economy is looking good. It's looking very, very goo… https://t.co/kIXYEmWgUT"
389,0.7906,Sat Jul 07 22:19:28 +0000 2018,0.65,0.0,0.35,President @realDonaldTrump is slated to announce his Supreme Court justice nominee on Monday night;… https://t.co/6uHziL2v5E
390,-0.3867,Sat Jul 07 22:13:54 +0000 2018,0.79,0.143,0.067,"SUNDAY: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/8YFq3DayTt"
391,-0.4767,Sat Jul 07 22:08:17 +0000 2018,0.819,0.181,0.0,"UK police officer seeks medical treatment in connection with nerve agent attack, hospital says https://t.co/ybO5K3ZROL"
392,-0.5423,Sat Jul 07 22:06:42 +0000 2018,0.837,0.163,0.0,".@GrecianFormula: What now? Pompeo exits North Korea emptyhanded, leaving US with three options -- all of them bad https://t.co/VFMFwolXEL"
393,-0.5106,Sat Jul 07 22:02:32 +0000 2018,0.829,0.171,0.0,OPINION: US negotiators with North Korea must heed the lessons of Obama's failed deal with Iran https://t.co/ucEvAoZeT4
394,0.0,Sat Jul 07 21:59:07 +0000 2018,1.0,0.0,0.0,U.S. products facing China tariffs. https://t.co/05V4LLMOmB https://t.co/8yyBWjRzT9
395,0.0,Sat Jul 07 21:58:29 +0000 2018,1.0,0.0,0.0,"Gary Kaltbaum: ""Businesses cannot plan on the future because they don't know what's next."" https://t.co/05V4LLMOmB https://t.co/NoLt7XLX05"
396,-0.2263,Sat Jul 07 21:56:26 +0000 2018,0.894,0.106,0.0,"Protesters around the country participated in the ""March for our Rights"" rallies on Saturday; @aacuna1 reports. https://t.co/H5kYZEHaOC"
397,0.0516,Sat Jul 07 21:55:01 +0000 2018,0.641,0.154,0.205,".@MattForMontana: ""The truth is @jontester shut down the government to try and grant amnesty to illegal immigrants,… https://t.co/FE7CaJGIMj"
398,-0.4767,Sat Jul 07 21:53:16 +0000 2018,0.819,0.181,0.0,"UK police officer seeks medical treatment in connection with nerve agent attack, hospital says https://t.co/Y3yCcKbHIJ"
399,0.0,Sat Jul 07 21:43:00 +0000 2018,1.0,0.0,0.0,"On @foxandfriends, @RealCandaceO said that the fear-mongering on the left is leading to an exodus.… https://t.co/vEOdz0tWtQ"
400,-0.8074,Sun Jul 08 07:47:00 +0000 2018,0.711,0.289,0.0,"In China, the Opium War came to be seen as the beginning of a century of humiliations at Western hands https://t.co/6GQvrtZYYS"
401,0.4019,Sun Jul 08 07:29:23 +0000 2018,0.87,0.0,0.13,"""I took them to a party and got rave reviews and some guests took a few home with them"" — a reader https://t.co/VwqjuVAfRj"
402,0.3612,Sun Jul 08 07:12:01 +0000 2018,0.762,0.0,0.238,Because comfort food isn't just for cold weather https://t.co/ZK6fHpAcHE
403,0.0,Sun Jul 08 06:54:30 +0000 2018,1.0,0.0,0.0,"Long ago, Nick Offerman and Megan Mullally made a rule that they would never be apart for more than 2 weeks https://t.co/Ne5uTIalKq"
404,-0.2732,Sun Jul 08 06:37:17 +0000 2018,0.9,0.1,0.0,"You asked, @nytimeswell answered: If one family member has mono, is the whole family at risk of catching it? https://t.co/KrSotnNZbA"
405,0.8074,Sun Jul 08 06:19:51 +0000 2018,0.644,0.0,0.356,"There’s Compliment Your Mirror Day. And National Meteor Watch Day. And Cell Phone Courtesy Month. Yes, really. https://t.co/dnw1mEIN0A"
406,-0.6705,Sun Jul 08 06:02:29 +0000 2018,0.769,0.231,0.0,This dog's nose knows if any of the bees have been killed by harmful bacteria https://t.co/b2jLxkI1T6
407,0.0,Sun Jul 08 05:45:08 +0000 2018,1.0,0.0,0.0,"The time for fruit salad fragrances, one might say, is ripe https://t.co/gPt8AGWNTQ"
408,0.2144,Sun Jul 08 05:27:12 +0000 2018,0.875,0.0,0.125,"Coffee may help you live longer, but it’s not because of the caffeine https://t.co/SQDvpPWKnc"
409,0.0,Sun Jul 08 05:08:52 +0000 2018,1.0,0.0,0.0,Where can a book-buying baby boomer turn when the grandkids already own all the classics? https://t.co/b2iahWddIT
410,0.1779,Sun Jul 08 04:51:05 +0000 2018,0.797,0.088,0.116,"""Propane has no flavor, and charcoal isn’t much better. The aroma and flavor of wood are in a league of their own."" https://t.co/bmFAV1sqQP"
411,0.3804,Sun Jul 08 04:32:45 +0000 2018,0.834,0.0,0.166,"When summer weather turns sultry, museums can be very cool places to be https://t.co/l337JcOVC7"
412,-0.5574,Sun Jul 08 04:15:53 +0000 2018,0.833,0.167,0.0,"“Since my mom died, the only place I've really found her is in the garden she helped create” https://t.co/6yMuEp9Ozk"
413,-0.1027,Sun Jul 08 03:56:53 +0000 2018,0.92,0.08,0.0,"There’s only one catch. You have to fill out an application, get interviewed and pay a fee. https://t.co/LwHNa76jRY"
414,0.4767,Sun Jul 08 03:52:23 +0000 2018,0.586,0.142,0.272,"A rescue in Thailand is underway to save 12 trapped boys and their soccer coach, officials said
https://t.co/oswfwf0xBN"
415,0.4902,Sun Jul 08 03:39:13 +0000 2018,0.857,0.0,0.143,"""I resolutely believe,"" Nigella Lawson writes, ""that potatoes are so much better dressed in oil and vinegar (but it… https://t.co/mnibD6arUO"
416,0.0,Sun Jul 08 03:23:00 +0000 2018,1.0,0.0,0.0,Proof of Children’s Vaccinations? Italy Will Now Take Parents’ Word for It https://t.co/Gr5ZUtRrgl
417,-0.8402,Sun Jul 08 03:15:23 +0000 2018,0.667,0.333,0.0,"Bullying, divorce, school shootings, racism and gender identity are just some of the issues teenagers grapple with… https://t.co/G6pAZFMZjm"
418,0.0,Sun Jul 08 02:57:22 +0000 2018,1.0,0.0,0.0,"For @NellieBowles, who writes about tech culture for The New York Times, the most crucial tech tool for doing work… https://t.co/YFli5g1DEb"
419,0.0,Sun Jul 08 02:39:19 +0000 2018,1.0,0.0,0.0,Several large hotel chains are now trying to compete with Airbnb https://t.co/se8KT0F51x
420,0.0,Sun Jul 08 02:20:49 +0000 2018,1.0,0.0,0.0,Facebook Removes a Gospel Group’s Music Video https://t.co/Z5tjF2W3dk
421,0.0,Sun Jul 08 02:04:52 +0000 2018,1.0,0.0,0.0,Millennial pink's reign may be nearing an end. Is a new age upon us? https://t.co/DHIhFjlLh6
422,0.6249,Sun Jul 08 01:45:53 +0000 2018,0.843,0.0,0.157,"Tommy Nutter was one of the great characters of fashion if not, perhaps, one of the greats. The Beatles wore him on… https://t.co/iec4JVpdFv"
423,0.6597,Sun Jul 08 01:26:49 +0000 2018,0.649,0.0,0.351,9 toys that will help keep kids engaged during long summer days https://t.co/IQBL7bQcZz
424,0.0,Sun Jul 08 01:09:06 +0000 2018,1.0,0.0,0.0,Make these classic cookout dishes indoors then dine near an open window https://t.co/hPRI09rgEY
425,0.0,Sun Jul 08 00:51:27 +0000 2018,1.0,0.0,0.0,It's high blueberry season in South Jersey. Here's where to go for small farms and heirloom berries. https://t.co/AyaGxjxuD1
426,0.5574,Sun Jul 08 00:35:19 +0000 2018,0.735,0.0,0.265,McConnell Tries to Nudge Trump Toward Two Supreme Court Options https://t.co/lpOEistrK1
427,0.4019,Sun Jul 08 00:24:43 +0000 2018,0.856,0.0,0.144,Family businesses are turning to so-called chief learning officers to help them learn to work together https://t.co/TuFwP0Lp1k
428,-0.7351,Sun Jul 08 00:05:59 +0000 2018,0.617,0.383,0.0,More Remains Found Near Home Used by Suspected Canadian Serial Killer https://t.co/eBh5hLysWx
429,-0.2144,Sat Jul 07 23:53:47 +0000 2018,0.89,0.11,0.0,"The World Health Organization has made ""internet gaming"" a diagnosable disorder, but many psychologists are skeptic… https://t.co/WBKp8fTAkJ"
430,0.6875,Sat Jul 07 23:37:43 +0000 2018,0.779,0.0,0.221,"“Ant-Man and the Wasp” is based on science. OK, not all of it, but Marvel enlisted a quantum physicist for input. H… https://t.co/DFFmIsmXsF"
431,0.4588,Sat Jul 07 23:20:13 +0000 2018,0.769,0.0,0.231,Russia Was My Obscure Interest. Now Everyone Is Paying Attention. https://t.co/8tm1i88NQV
432,0.0,Sat Jul 07 23:15:35 +0000 2018,1.0,0.0,0.0,City Kitchen: A Soup for All Seasons (Even Summer) https://t.co/3eQDcjs884
433,0.7184,Sat Jul 07 23:10:48 +0000 2018,0.6,0.0,0.4,Elon Musk Thinks a Minisubmarine Could Help in Thai Cave Rescue https://t.co/dhKjd3mH4k
434,0.4404,Sat Jul 07 23:08:15 +0000 2018,0.707,0.0,0.293,Can marrying someone improve your heart health? https://t.co/AYZdpirkZZ
435,0.2263,Sat Jul 07 22:49:27 +0000 2018,0.881,0.0,0.119,Don’t be surprised if a TSA agent asks you to remove food from your carry-on https://t.co/w5NKapfTzF
436,0.4939,Sat Jul 07 22:30:05 +0000 2018,0.862,0.0,0.138,"A look inside the Thai cave: Rescuers must navigate narrow, flooded passages with few air pockets to save 12 boys a… https://t.co/VPCnu62AbS"
437,-0.34,Sat Jul 07 22:27:26 +0000 2018,0.833,0.167,0.0,"Record Heat in Southern California, and an Ominous Start to Wildfire Season https://t.co/Y34kdOIjDA"
438,0.0,Sat Jul 07 22:15:05 +0000 2018,1.0,0.0,0.0,"In Opinion 

David Brooks writes that the power of ""Won't You Be My Neighbor?"" is in Mr. Rogers’s ""radical kindness… https://t.co/QExGtqQb3j"
439,0.3612,Sat Jul 07 22:00:13 +0000 2018,0.898,0.0,0.102,"“After all these years, we’re still side by side. And it’s going to stay that way forever, just like our initials o… https://t.co/oVY9Y5lZR0"
440,-0.296,Sat Jul 07 21:45:08 +0000 2018,0.901,0.099,0.0,"""I look forward to the day when women — single, married and otherwise — no longer need the words 'husband' and 'bab… https://t.co/3xifkrrh2f"
441,0.0,Sat Jul 07 21:30:15 +0000 2018,1.0,0.0,0.0,The World Cup is the planet’s most-watched sporting competition. But it's an afterthought for soccer’s elite scouts. https://t.co/FEpaiDnUpI
442,0.0,Sat Jul 07 21:15:06 +0000 2018,1.0,0.0,0.0,"“Mrs.” Serena Williams is not, anywhere but Wimbledon, actually her name https://t.co/1FL8OFgD1B"
443,0.0,Sat Jul 07 21:00:13 +0000 2018,0.68,0.136,0.184,"“Everyone admits it’s happening, but no one wants to admit it has happened to their families"" https://t.co/CAiKbz5LwV"
444,0.5719,Sat Jul 07 20:53:46 +0000 2018,0.844,0.0,0.156,Croatia wins it over Russia in penalties in their quarterfinal match in the 2018 World Cup. Croatia will face Engla… https://t.co/JtBw2Nat6O
445,-0.4939,Sat Jul 07 20:45:03 +0000 2018,0.842,0.158,0.0,"Over 200 people have been infected by an intestinal parasite after reportedly eating Del Monte vegetables, authorit… https://t.co/S9ZMO1Ts93"
446,0.4588,Sat Jul 07 20:30:08 +0000 2018,0.875,0.0,0.125,"Trump views the Neil Gorsuch nomination as one of the triumphs of his presidency. So for his second pick, the simil… https://t.co/WV1TraYGdG"
447,0.1779,Sat Jul 07 20:15:07 +0000 2018,0.918,0.0,0.082,"Anne Frank's family tried to escape the Nazis. The U.S. immigration process got in the way, new research shows. https://t.co/R72xVFo3kD"
448,0.0,Sat Jul 07 20:00:08 +0000 2018,1.0,0.0,0.0,"In Opinion

Erika R. Cheng, Lauren G. Fiechtner and Aaron E. Carroll write, ""In the past decade or so, we have succ… https://t.co/s6AhI9uId6"
449,0.34,Sat Jul 07 19:45:07 +0000 2018,0.699,0.12,0.181,Many of the Islamic State's senior leaders have been killed. But American intelligence and military officials warn… https://t.co/aWxBJcBif9
450,0.6369,Sat Jul 07 19:30:13 +0000 2018,0.756,0.0,0.244,"If you love yogurt, making your own should be a culinary right of passage https://t.co/yH143aYUy7"
451,-0.128,Sat Jul 07 19:15:05 +0000 2018,0.933,0.067,0.0,"Democratic senators in tough races in red states are in a bind: If they vote for a Trump court pick, they may save… https://t.co/2osEnF27KU"
452,0.4404,Sat Jul 07 19:00:09 +0000 2018,0.854,0.0,0.146,"In Opinion 

Annie Lowrey writes, ""The country’s strongest anti-poverty programs are in many cases also its simples… https://t.co/xvFKPhbxcJ"
453,-0.4939,Sat Jul 07 18:45:05 +0000 2018,0.792,0.208,0.0,Representative Jim Jordan remains defiant amid accusations from Ohio State University wrestlers who say he knew of… https://t.co/SmtxB72NeF
454,-0.5574,Sat Jul 07 18:30:06 +0000 2018,0.865,0.135,0.0,Trump has said that trade wars are “easy to win.” The question is whether he has a plan to achieve the results he w… https://t.co/maZGcxVpQb
455,0.0,Sat Jul 07 18:15:05 +0000 2018,1.0,0.0,0.0,"Rather than retreating from flood-prone New York City neighborhoods after Hurricane Sandy, some developers are wadi… https://t.co/aggBaU9stb"
456,0.5657,Sat Jul 07 18:00:04 +0000 2018,0.704,0.096,0.2,"RT @NYTNational: In Alabama, a man known as a prisoner's rights advocate is facing death row. But he didn't kill anyone. https://t.co/MyDit…"
457,0.5106,Sat Jul 07 17:45:05 +0000 2018,0.588,0.166,0.246,"A downside to fame in the social media age: a flood of bogus celebrity accounts that spread lies, pledge love and d… https://t.co/l3ZfGeaTlh"
458,0.0,Sat Jul 07 17:33:41 +0000 2018,1.0,0.0,0.0,"Records for over 14,000 nursing homes show big fluctuations in staffing from day to day. At one home, there was 1 a… https://t.co/4RScngbgwu"
459,0.5574,Sat Jul 07 17:15:06 +0000 2018,0.833,0.0,0.167,"The majority of romance novels on the best-seller lists are by and about white, heterosexual people. These writers… https://t.co/SwDyQV1jCn"
460,0.8519,Sat Jul 07 17:00:13 +0000 2018,0.583,0.0,0.417,"Increasingly, the desire to save the sea turtle is winning out, especially among younger Balinese https://t.co/C6i4DEy2mW"
461,-0.7964,Sat Jul 07 16:48:19 +0000 2018,0.747,0.253,0.0,"Macerata, Italy, once had a reputation for embracing migrants. But the town has turned on them after a killing and… https://t.co/eCyUsWedHE"
462,-0.5994,Sat Jul 07 16:47:47 +0000 2018,0.795,0.205,0.0,RT @nytopinion: It’s a mistake to doubt the sincerity of Susan Collins’s and Lisa Murkowski’s dedication to questions of women’s health. Wh…
463,0.0,Sat Jul 07 16:30:02 +0000 2018,1.0,0.0,0.0,Your weekend playlist has arrived https://t.co/OsO5M8rT1D
464,0.2732,Sat Jul 07 16:15:09 +0000 2018,0.896,0.0,0.104,Scott Pruitt’s fall from the EPA is a story of his diminishing relationship with many of his closest loyalists https://t.co/j6HQxGBX21
465,0.0,Sat Jul 07 16:03:02 +0000 2018,1.0,0.0,0.0,"England breezed past Sweden, 2-0, to enter the semifinals of the World Cup for the first time since 1990 https://t.co/5ZcJ1EBv4s"
466,0.0,Sat Jul 07 15:50:04 +0000 2018,1.0,0.0,0.0,"“We live in a Red Sox/Yankees world. And you have to pick a team,” Alan Dershowitz said. But it's more complicated… https://t.co/jsXSlTv0Xf"
467,-0.0772,Sat Jul 07 15:35:02 +0000 2018,0.534,0.221,0.246,"Steve Ditko helped create Spider-Man and Dr. Strange, villains like the Green Goblin and Dr. Octopus, and fan favor… https://t.co/r8sYYcXtxO"
468,0.0,Sat Jul 07 15:20:09 +0000 2018,1.0,0.0,0.0,"England leads Sweden, 1-0, in the second half of this World Cup quarterfinal game. Follow live: https://t.co/NLBl0UQ9zQ"
469,-0.3612,Sat Jul 07 15:06:17 +0000 2018,0.872,0.128,0.0,There are schools inside the shelters and detention centers housing migrant children. The education offered is unev… https://t.co/roI3oMAneR
470,0.5106,Sat Jul 07 14:50:03 +0000 2018,0.864,0.0,0.136,"Divers have to navigate flooded passages, with some openings as small as 3 feet wide, to rescue 12 boys and their s… https://t.co/pldlN7TmvJ"
471,0.0,Sat Jul 07 14:37:41 +0000 2018,1.0,0.0,0.0,Another video of a white person calling the police on a black person for an everyday activity has surfaced. This ti… https://t.co/4TE6fjqPMl
472,-0.4019,Sat Jul 07 14:22:03 +0000 2018,0.802,0.198,0.0,"Breaking News: North Korea accused the U.S. of a “gangster-like demand for denuclearization,” even as Secretary of… https://t.co/BXuBX1jWpK"
473,0.0772,Sat Jul 07 14:10:15 +0000 2018,0.817,0.086,0.097,These badges have to be worn by all fans at the World Cup. That includes VIPs like Diego Maradona and Sepp Blatter. https://t.co/rn4HfW6Wrz
474,-0.6908,Sat Jul 07 13:53:51 +0000 2018,0.657,0.343,0.0,Al Qaeda-Backed Terrorist Group Has a New Target: Plastic Bags https://t.co/SZpfp6L0H3
475,0.0,Sat Jul 07 13:48:46 +0000 2018,0.679,0.16,0.16,"A little-known progressive scored a stunning upset in a Democratic primary. Before Alexandria Ocasio-Cortez, there… https://t.co/BYVgZcxZyJ"
476,-0.34,Sat Jul 07 13:29:59 +0000 2018,0.882,0.118,0.0,Amy McGrath went from a U.S. Naval Academy graduate to a Marine combat aviator to a candidate for Congress. Why? Sh… https://t.co/rq2YxGIjFH
477,0.0,Sat Jul 07 13:10:56 +0000 2018,1.0,0.0,0.0,England vs. Sweden: World Cup 2018 Live https://t.co/vwZMsYps15
478,0.0,Sat Jul 07 13:01:03 +0000 2018,1.0,0.0,0.0,How the watch the World Cup quarterfinals https://t.co/JxV8jorX2i
479,0.0,Sat Jul 07 12:40:03 +0000 2018,1.0,0.0,0.0,RT @hfairfield: These are the 76 environmental rules being rolled back by Trump: (EPA involved in about a third of them): https://t.co/FY7b…
480,0.0,Sat Jul 07 12:25:05 +0000 2018,1.0,0.0,0.0,Plan to Exhume Franco Renews Spain’s Wrestle With History https://t.co/4A78pCZspD
481,0.8176,Sat Jul 07 12:15:29 +0000 2018,0.694,0.0,0.306,"The best places to watch the World Cup in NYC, whether you're cheering for Croatia, Brazil or Russia https://t.co/IuLnVPxHyC"
482,-0.6705,Sat Jul 07 11:56:33 +0000 2018,0.727,0.273,0.0,Dozens Are Killed and 1.6 Million Evacuated as ‘Historic’ Rains Pound Japan https://t.co/2lhQHL8QGX
483,-0.2263,Sat Jul 07 11:48:58 +0000 2018,0.881,0.119,0.0,RT @NYTSports: “Neymar does what all beginning actors do. They oversell the event.” https://t.co/VXkIRwNMOk https://t.co/vN6tWGPuzs
484,0.891,Sat Jul 07 11:31:04 +0000 2018,0.642,0.0,0.358,"Why England will win the World Cup:
• England is healthy, rested and young
• England is great at set pieces

Why En… https://t.co/k8ihInmPrb"
485,-0.2263,Sat Jul 07 11:07:59 +0000 2018,0.899,0.101,0.0,Lions on a South African game reserve ate as many as 3 men who were suspected of poaching rhinos https://t.co/oJdlJs1vj2
486,-0.4767,Sat Jul 07 10:49:55 +0000 2018,0.86,0.14,0.0,"""Everything about the weeklong Caribbean cruise is meant to buff life’s unpleasant edges into sea glass. If it soun… https://t.co/ZYIi1VINsr"
487,0.0,Sat Jul 07 10:32:32 +0000 2018,1.0,0.0,0.0,"""All plant-based foods are 'superfoods' in the sense that they offer fiber, vitamins, minerals and phytonutrients"" https://t.co/YGxTNw9zp6"
488,-0.4767,Sat Jul 07 10:15:05 +0000 2018,0.846,0.154,0.0,It's a shame we're talking about Zlatan Ibrahimovic as Sweden approaches the World Cup quarterfinals for the first… https://t.co/0bsZ3WYMAu
489,0.0,Sat Jul 07 10:11:46 +0000 2018,1.0,0.0,0.0,The Look: Bomba: The Enduring Anthem of Puerto Rico https://t.co/4kQo4GVXV9
490,0.0,Sat Jul 07 10:04:59 +0000 2018,1.0,0.0,0.0,"In St. Petersburg, Managing Sleep and Soccer https://t.co/iVSmestwpL"
491,-0.8225,Sat Jul 07 10:00:30 +0000 2018,0.513,0.487,0.0,Nonfiction: The Opium War and the Humiliation of China https://t.co/zP8SOHgyrx
492,-0.4767,Sat Jul 07 09:48:30 +0000 2018,0.86,0.14,0.0,"""Everything about the weeklong Caribbean cruise is meant to buff life’s unpleasant edges into sea glass. If it soun… https://t.co/r0CnvwiTWt"
493,-0.1027,Sat Jul 07 09:31:15 +0000 2018,0.924,0.076,0.0,What you pay at the pharmacy for generic drugs can vary widely based on where you live https://t.co/Kxmgh6M0nd
494,0.3818,Sat Jul 07 09:14:08 +0000 2018,0.88,0.0,0.12,"RT @nytopinion: Ben Carson, Trump's secretary of HUD and a devout Seventh-day Adventist, has described commitment to the separation of chur…"
495,0.3182,Sat Jul 07 08:58:06 +0000 2018,0.753,0.0,0.247,Here’s Some Cryptocurrency. Now Please Use It. https://t.co/foYqmXlk0H
496,0.0,Sat Jul 07 08:54:16 +0000 2018,1.0,0.0,0.0,"The new White House communications official, Bill Shine, lifted Fox News but carries the weight of the network’s ha… https://t.co/KUU2OroAlV"
497,-0.34,Sat Jul 07 08:37:34 +0000 2018,0.844,0.156,0.0,"If you’re seeing “Sorry to Bother You” this weekend, stream these titles afterwards
https://t.co/SjNEzDIoxa"
498,0.1779,Sat Jul 07 08:21:04 +0000 2018,0.904,0.0,0.096,"If you’re going to adopt a country for the World Cup, why not one you experienced firsthand? https://t.co/mmVCGJzaJH"
499,0.0,Sat Jul 07 08:03:44 +0000 2018,1.0,0.0,0.0,RT @nytimesbooks: Ta-Nehisi Coates takes the helm of Captain America this month. He explains where he’s taking the Star-Spangled Avenger in…
